ID,NationalTeam,IntReputation,NationalNumber
244023,Not in team,1,
230200,Not in team,1,
260158,Not in team,1,
215615,Not in team,1,
223551,Not in team,1,
243520,Not in team,1,
244288,Republic of Ireland,1,19
247360,Not in team,1,
193344,Not in team,1,
209729,Not in team,1,
217153,China PR,1,15
220737,Not in team,1,
242753,Not in team,1,
248385,Not in team,1,
197954,Not in team,1,
199490,Not in team,1,
213570,Scotland,1,2
226114,Not in team,1,
244034,Not in team,1,
252738,Not in team,1,
202559,Not in team,1,
241726,Not in team,1,
233272,Not in team,1,
175934,Not in team,1,
236344,Republic of Ireland,1,22
254008,Not in team,1,
216377,Not in team,1,
225849,Not in team,1,
211002,Not in team,1,
211514,Not in team,1,
232250,Not in team,1,
251194,Not in team,1,
264251,Not in team,1,
202043,Not in team,1,
236859,Not in team,1,
253755,Not in team,1,
193851,Not in team,1,
221244,Not in team,1,
232252,Not in team,1,
234300,Not in team,1,
250941,Not in team,1,
261626,Not in team,1,
202491,Not in team,1,
211195,Not in team,1,
232635,Not in team,1,
190907,Not in team,1,
259771,Not in team,1,
260283,Not in team,1,
202428,Not in team,1,
204476,Not in team,1,
212156,Not in team,1,
214972,Not in team,1,
231356,Not in team,1,
166844,Northern Ireland,1,10
233148,Not in team,1,
183228,Not in team,1,
201149,Not in team,1,
229053,Not in team,1,
238269,Not in team,1,
240829,Not in team,1,
176061,Not in team,1,
244669,Not in team,1,
234683,Not in team,1,
228283,Not in team,1,
189885,Not in team,1,
201403,Not in team,1,
205752,Not in team,1,
220600,Not in team,1,
232376,Not in team,1,
188856,Not in team,1,
124344,Not in team,1,
256952,Not in team,1,
210361,Not in team,1,
224185,Not in team,1,
231353,Not in team,1,
232377,Not in team,1,
243129,Not in team,1,
220090,Not in team,1,
243642,Not in team,1,
246202,Not in team,1,
185018,Not in team,1,
250810,Not in team,1,
262587,Not in team,1,
183741,Not in team,1,
140222,Not in team,1,
211707,Not in team,1,
214067,Not in team,1,
235315,Not in team,1,
252723,Not in team,1,
258356,Not in team,1,
257279,Not in team,1,
237823,Not in team,1,
230399,Not in team,1,
162047,Not in team,1,
239614,Not in team,1,
223230,Not in team,1,
212990,Not in team,1,
248061,Not in team,1,
210941,Not in team,1,
262397,Not in team,1,
235004,Not in team,1,
259835,Not in team,1,
189691,Not in team,1,
242427,Not in team,1,
231219,Not in team,1,
202803,Not in team,1,
223934,Not in team,1,
241970,Not in team,1,
219950,Not in team,1,
199215,Not in team,1,
219951,Not in team,1,
239919,Not in team,1,
247599,Not in team,1,
209456,Not in team,1,
228912,Not in team,1,
230192,Not in team,1,
231472,Not in team,1,
235312,Not in team,1,
224305,Not in team,1,
225073,Not in team,1,
241969,Not in team,1,
251441,Not in team,1,
189233,Not in team,1,
205874,Not in team,1,
235570,Not in team,1,
254786,Not in team,1,
190530,Not in team,1,
258626,Not in team,1,
220624,Not in team,1,
179663,Not in team,1,
235471,Not in team,1,
230351,Not in team,1,
214991,Not in team,1,
258766,Not in team,1,
255438,Not in team,1,
240846,Not in team,1,
220878,Not in team,1,
215758,Not in team,1,
261069,Not in team,1,
188621,Not in team,1,
244941,Not in team,1,
259532,Not in team,1,
183244,Not in team,1,
225996,Not in team,1,
212428,Not in team,1,
237635,Not in team,1,
251599,Not in team,1,
233424,Not in team,1,
232004,Not in team,1,
239568,Not in team,1,
253652,Not in team,1,
237524,Not in team,1,
234196,Not in team,1,
229588,Not in team,1,
224724,Not in team,1,
213204,Not in team,1,
244947,Not in team,1,
224211,Not in team,1,
213203,Not in team,1,
253138,Not in team,1,
248018,Romania,1,12
242386,Not in team,1,
222930,Not in team,1,
258769,Not in team,1,
176849,Not in team,1,
220881,Not in team,1,
243664,Not in team,1,
184387,Not in team,1,
194372,Not in team,1,
226005,Not in team,1,
252488,Not in team,1,
252489,Not in team,1,
193097,Not in team,1,
171082,Not in team,1,
241994,Not in team,1,
213323,Not in team,1,
220491,Not in team,1,
223307,Not in team,1,
202060,Not in team,1,
209484,Not in team,1,
239948,Not in team,1,
244812,Not in team,1,
257612,Not in team,1,
238157,Not in team,1,
174669,Not in team,1,
242253,Not in team,1,
247885,Not in team,1,
254541,Not in team,1,
231753,Not in team,1,
247112,Not in team,1,
184901,Not in team,1,
239944,Finland,1,7
251461,Not in team,1,
252485,Not in team,1,
256325,Not in team,1,
199238,Not in team,1,
210502,Not in team,1,
216134,Not in team,1,
229702,Not in team,1,
251974,Not in team,1,
186950,Not in team,1,
193862,Not in team,1,
155463,Not in team,1,
165191,Not in team,1,
203848,Not in team,1,
212040,Not in team,1,
215112,Not in team,1,
155976,Not in team,1,
230984,Not in team,1,
210389,Not in team,1,
228821,Not in team,1,
199491,Not in team,1,
259569,Not in team,1,
242673,Not in team,1,
229873,Not in team,1,
229361,Not in team,1,
217585,Not in team,1,
201457,Not in team,1,
246256,Not in team,1,
213488,Not in team,1,
234223,Not in team,1,
232431,Not in team,1,
208111,Not in team,1,
177390,Not in team,2,
238830,Not in team,1,
238062,Not in team,1,
231406,Not in team,1,
252141,Not in team,1,
172013,Not in team,1,
223981,Not in team,1,
243185,Not in team,1,
259825,Not in team,1,
214765,Not in team,1,
204786,Not in team,1,
199747,Not in team,1,
196853,Not in team,1,
251636,Not in team,1,
245492,Not in team,1,
244212,Not in team,1,
205300,Not in team,1,
247539,Not in team,1,
239091,Not in team,1,
232691,Not in team,1,
231667,Not in team,1,
226803,Not in team,1,
212467,Not in team,1,
208115,Not in team,1,
190962,Not in team,1,
177138,Not in team,1,
234994,Not in team,1,
211954,Not in team,1,
215533,Not in team,1,
204269,Scotland,1,21
236757,Not in team,1,
228568,Not in team,1,
202456,Not in team,1,
250839,Not in team,1,
176599,Not in team,1,
227287,Not in team,1,
199895,Not in team,1,
244694,Not in team,1,
240342,Not in team,1,
234198,Not in team,1,
232406,Not in team,1,
226518,Not in team,1,
220118,Not in team,1,
204502,Not in team,1,
260309,Not in team,1,
256725,Not in team,1,
189141,Not in team,1,
243925,Not in team,1,
238037,Not in team,1,
211928,Not in team,1,
201446,Not in team,1,
245740,Not in team,1,
153062,Not in team,1,
236268,Not in team,1,
203756,Not in team,1,
238570,Not in team,1,
235242,Not in team,1,
248041,Not in team,1,
233961,Not in team,1,
218345,Not in team,1,
264425,Not in team,1,
198377,Not in team,1,
260328,Not in team,1,
189160,Not in team,1,
243944,Not in team,1,
238056,Not in team,1,
260839,Not in team,1,
192231,Not in team,1,
235751,Not in team,1,
256998,Not in team,1,
198328,Not in team,1,
164858,Finland,1,14
241591,Not in team,1,
244827,Not in team,1,
213591,Not in team,1,
239703,Not in team,1,
257111,Not in team,1,
264280,Not in team,1,
230232,Not in team,1,
183640,Not in team,1,
256856,Not in team,1,
259928,Not in team,1,
200793,Not in team,1,
227929,Not in team,1,
260953,Not in team,1,
213338,Not in team,1,
150106,Not in team,2,
233050,Not in team,1,
237658,Not in team,1,
221531,Not in team,1,
224859,Not in team,1,
205655,Not in team,1,
242774,Not in team,1,
215638,Not in team,1,
234580,Not in team,1,
250962,Not in team,1,
203603,Not in team,1,
240211,Not in team,1,
185171,Not in team,1,
210772,Not in team,1,
223572,Not in team,1,
163156,Not in team,1,
196436,Not in team,1,
210006,Not in team,1,
158293,Not in team,1,
229973,Not in team,1,
230485,Not in team,1,
248661,Not in team,1,
256341,Not in team,1,
257877,Not in team,1,
203862,Not in team,1,
227675,Not in team,1,
246107,Not in team,1,
236508,Not in team,1,
237797,Not in team,1,
222944,Not in team,1,
252383,Not in team,1,
251615,Not in team,1,
245983,Not in team,1,
178143,Not in team,1,
230623,Not in team,1,
200671,Not in team,1,
194014,Not in team,1,
242654,Not in team,1,
235486,Not in team,1,
211166,Not in team,1,
205278,Not in team,1,
255197,Not in team,1,
237789,Not in team,1,
230365,Not in team,1,
209885,Australia,1,15
189148,Not in team,1,
227040,Not in team,1,
247264,Not in team,1,
253920,Not in team,1,
245732,Not in team,1,
233957,Not in team,1,
212453,Not in team,1,
258276,Not in team,1,
190180,Australia,1,21
254692,Not in team,1,
187620,Not in team,1,
185316,Not in team,1,
198628,Not in team,1,
262881,Not in team,1,
245219,Not in team,1,
247266,Not in team,1,
245218,Not in team,1,
171490,Not in team,1,
226786,Not in team,1,
193505,Not in team,1,
238049,Not in team,1,
246866,Not in team,1,
226386,Not in team,1,
223826,Not in team,1,
199762,Not in team,1,
241507,Not in team,1,
232803,Not in team,1,
256098,Not in team,1,
240226,Not in team,1,
222306,Not in team,1,
219746,Not in team,1,
215650,Not in team,1,
262498,Not in team,1,
233569,Not in team,1,
228961,Not in team,1,
219489,Not in team,1,
189536,Not in team,1,
189024,Not in team,1,
251232,Not in team,1,
238944,Not in team,1,
229728,Not in team,1,
229472,Not in team,1,
252259,Not in team,1,
238692,Not in team,1,
176996,Not in team,1,
202855,Not in team,1,
186984,Not in team,1,
247912,Not in team,1,
243304,Not in team,1,
251751,Not in team,1,
237415,Not in team,1,
226151,Not in team,1,
211047,Not in team,1,
200807,Not in team,1,
242533,Not in team,1,
255590,Not in team,1,
254566,Not in team,1,
247142,Not in team,1,
236390,Not in team,1,
231014,Not in team,1,
209510,Not in team,1,
259173,Not in team,1,
225632,Not in team,1,
258655,Not in team,1,
237407,Not in team,1,
243123,Not in team,1,
182096,Not in team,1,
189776,Not in team,1,
256080,Not in team,1,
208977,Not in team,1,
241745,Not in team,1,
246097,Not in team,1,
236467,Not in team,1,
254131,Not in team,1,
225872,Not in team,1,
259251,Not in team,1,
222645,Not in team,1,
227509,Not in team,1,
230325,Not in team,1,
235957,Not in team,1,
237749,Not in team,1,
256849,Not in team,1,
227920,Not in team,1,
260377,Not in team,1,
221791,Not in team,1,
182621,Not in team,1,
203615,Not in team,1,
198751,Not in team,1,
257118,Not in team,1,
244318,Not in team,1,
206430,Not in team,1,
199262,Not in team,1,
251229,Not in team,1,
243549,Not in team,1,
262426,Not in team,1,
239709,Not in team,1,
232541,Not in team,1,
224093,Not in team,1,
238775,Not in team,1,
209769,Not in team,1,
223850,Not in team,1,
206106,Not in team,1,
242908,Not in team,1,
238563,Not in team,1,
257831,Not in team,1,
203357,Not in team,1,
255580,Not in team,1,
239642,Not in team,1,
246298,Not in team,1,
248602,Not in team,1,
254234,Not in team,1,
190490,Not in team,1,
256282,Not in team,1,
200475,Not in team,1,
241179,Not in team,1,
243995,Not in team,1,
222798,Not in team,1,
239438,Not in team,1,
191566,Not in team,1,
259406,Not in team,1,
201295,Not in team,1,
204367,Not in team,1,
211791,Not in team,1,
214351,Not in team,1,
224335,Not in team,1,
190747,Not in team,1,
232527,Not in team,1,
171087,Not in team,1,
241999,Not in team,1,
244559,Not in team,1,
213328,Not in team,1,
183644,Not in team,1,
232284,Republic of Ireland,1,1
226652,Not in team,1,
204380,Not in team,1,
202077,Not in team,1,
208989,Not in team,1,
194907,Not in team,1,
222045,Not in team,1,
260138,Not in team,1,
188202,Not in team,1,
230187,Not in team,1,
244266,Not in team,1,
238379,Not in team,1,
262956,Not in team,1,
234282,Not in team,1,
223018,Not in team,1,
248105,Not in team,1,
246057,Not in team,1,
232489,Not in team,1,
220201,Not in team,1,
257320,Not in team,1,
183336,Not in team,1,
241704,Not in team,1,
231464,Not in team,1,
222248,Not in team,1,
201512,Not in team,1,
258599,Finland,1,25
210476,Not in team,1,
251431,Not in team,1,
245287,Not in team,1,
238375,Not in team,1,
234279,Not in team,1,
226087,Not in team,1,
208679,Not in team,1,
258598,Not in team,1,
255526,Not in team,1,
240940,Not in team,1,
202076,Not in team,1,
238940,Not in team,1,
253144,Not in team,1,
260652,Not in team,1,
261661,Not in team,1,
211742,Not in team,1,
234014,Not in team,1,
245022,Not in team,1,
246814,Not in team,1,
248862,Not in team,1,
254238,Not in team,1,
253400,Not in team,1,
194092,Not in team,1,
203309,Not in team,1,
255005,Not in team,1,
212013,Not in team,1,
229677,Not in team,1,
234029,Not in team,1,
214318,Not in team,1,
243125,Not in team,1,
262582,Not in team,1,
241590,Not in team,1,
199351,Not in team,1,
231863,Not in team,1,
259101,Not in team,1,
252716,Not in team,1,
206109,Not in team,1,
229851,Not in team,1,
248092,Not in team,1,
259800,Not in team,1,
221657,Not in team,1,
229337,Not in team,1,
242393,Not in team,1,
176346,Not in team,1,
247258,Not in team,1,
257242,Not in team,1,
259802,Not in team,1,
209371,Not in team,1,
226523,Not in team,1,
190424,Not in team,1,
262620,Not in team,1,
173531,Not in team,1,
240859,Not in team,1,
247771,Not in team,1,
257243,Not in team,1,
230172,Not in team,1,
234834,Not in team,1,
246865,Not in team,1,
257361,Not in team,1,
259921,Not in team,1,
204882,Not in team,1,
233298,Not in team,1,
234066,Not in team,1,
246048,Not in team,1,
237138,Not in team,1,
225368,Not in team,1,
244050,Not in team,1,
247378,Not in team,1,
232768,Not in team,1,
184664,Not in team,1,
213849,Not in team,1,
176472,Not in team,1,
241743,Not in team,1,
239191,Not in team,1,
235855,Not in team,1,
240207,Not in team,1,
193312,Not in team,1,
210000,Not in team,1,
233040,Not in team,1,
169808,Not in team,1,
206161,Not in team,1,
224337,Not in team,1,
242769,Not in team,1,
244800,Not in team,1,
209954,Not in team,1,
198178,Not in team,1,
190497,Not in team,1,
255265,Not in team,1,
238656,Not in team,1,
258885,Not in team,1,
263489,Not in team,1,
239443,Not in team,1,
201035,Not in team,1,
229707,Not in team,1,
186450,Not in team,1,
187218,Not in team,1,
209491,Not in team,1,
230995,Not in team,1,
236883,Not in team,1,
245849,Not in team,1,
262986,Not in team,1,
242003,Not in team,1,
214356,Not in team,1,
240468,Not in team,1,
244052,Not in team,1,
187988,Not in team,1,
257620,Not in team,1,
192596,Not in team,1,
247882,Not in team,1,
255561,Not in team,1,
244565,Not in team,1,
251464,Not in team,1,
239686,Not in team,1,
253254,Not in team,1,
232007,Not in team,1,
214088,Not in team,1,
241736,Not in team,1,
241992,Not in team,1,
244040,Not in team,1,
253256,Not in team,1,
250953,Not in team,1,
192840,Not in team,1,
262985,Not in team,1,
211785,Not in team,1,
213321,Not in team,1,
232521,Not in team,1,
236617,Not in team,1,
240969,Not in team,1,
232533,Not in team,1,
246613,Not in team,1,
210241,Not in team,1,
219458,Not in team,1,
206147,Not in team,1,
205894,Not in team,1,
202819,Not in team,1,
260674,Not in team,1,
253250,Not in team,1,
242242,Not in team,1,
233794,Not in team,1,
206402,Not in team,1,
252483,Not in team,1,
200770,Not in team,1,
192321,Not in team,1,
257345,Not in team,1,
256065,Not in team,1,
241217,Not in team,1,
234049,Not in team,1,
232513,Not in team,1,
232515,Not in team,1,
205892,Not in team,1,
254789,Not in team,1,
243525,Not in team,1,
224854,Not in team,1,
241494,Not in team,1,
181846,Not in team,1,
200535,Not in team,1,
221271,Not in team,1,
224855,Not in team,1,
245573,Not in team,1,
240453,Not in team,1,
236868,Not in team,1,
229701,Not in team,1,
202053,Not in team,2,
258116,Not in team,1,
191556,Not in team,1,
188996,Not in team,1,
246340,Not in team,1,
240196,Not in team,1,
215129,Not in team,1,
228668,Not in team,1,
182617,Not in team,1,
229998,Not in team,1,
233068,Not in team,1,
260971,Not in team,1,
257899,Not in team,1,
253547,Not in team,1,
224875,Not in team,1,
182122,Not in team,1,
223594,Not in team,1,
263529,Not in team,1,
192616,Not in team,1,
257896,Scotland,1,22
256616,Not in team,1,
189544,Not in team,1,
251240,Not in team,1,
203368,Not in team,1,
262504,Not in team,1,
254055,Not in team,1,
231527,Not in team,1,
170342,Not in team,1,
227686,Not in team,1,
205158,Not in team,1,
200806,Not in team,1,
239724,Not in team,1,
190060,Not in team,1,
190572,Not in team,1,
253807,Not in team,1,
238958,Not in team,1,
242542,Not in team,1,
246126,Not in team,1,
262255,Not in team,1,
209007,Not in team,1,
235375,Not in team,1,
246127,Not in team,1,
252015,Not in team,1,
253295,Not in team,1,
189551,Not in team,1,
204397,Not in team,1,
198000,Not in team,1,
208752,Not in team,1,
234016,Not in team,1,
201326,Not in team,1,
263790,Not in team,1,
194925,Not in team,1,
239981,Not in team,1,
223853,Not in team,1,
210029,Not in team,1,
241765,Not in team,1,
240997,Not in team,1,
158309,Not in team,1,
239181,Not in team,1,
222528,Not in team,1,
232000,Not in team,1,
158543,Not in team,1,
213327,Not in team,1,
263759,Not in team,1,
244558,Not in team,1,
240206,Not in team,1,
208974,Not in team,1,
246093,Not in team,1,
151885,Not in team,1,
263232,Not in team,1,
251212,Not in team,1,
107084,Not in team,1,
233804,Not in team,1,
230220,Not in team,1,
221772,Not in team,1,
261195,Not in team,1,
255307,Not in team,1,
241995,Not in team,1,
239179,Not in team,1,
203328,Not in team,1,
243519,Not in team,1,
220517,Not in team,1,
237667,Not in team,1,
260708,Not in team,1,
253796,Not in team,1,
243556,Not in team,1,
220772,Not in team,1,
211556,Not in team,1,
210020,Not in team,1,
262500,Not in team,1,
195427,Not in team,1,
258147,Not in team,1,
235095,Not in team,1,
219967,Not in team,1,
261436,Not in team,1,
203069,Not in team,1,
254525,Not in team,1,
255037,Not in team,1,
203838,Not in team,1,
211262,Not in team,1,
244798,Not in team,1,
261182,Not in team,1,
218175,Not in team,1,
238190,Not in team,1,
237884,Not in team,1,
187225,Not in team,1,
233276,Not in team,1,
233309,Not in team,1,
235101,Not in team,1,
242525,Not in team,1,
182365,Not in team,1,
260189,Not in team,1,
224094,Not in team,1,
240734,Not in team,1,
183646,Not in team,1,
185438,Not in team,1,
215647,Not in team,1,
234079,Not in team,1,
244319,Not in team,1,
245855,Not in team,1,
181343,Sweden,1,5
247391,Not in team,1,
218976,Not in team,1,
252512,Not in team,1,
209761,Not in team,1,
212065,Not in team,1,
240481,Not in team,1,
247649,Not in team,1,
231005,Not in team,1,
204637,Not in team,1,
200797,Not in team,1,
226395,Not in team,1,
216666,Not in team,1,
152922,Not in team,1,
236378,Not in team,1,
238682,Not in team,1,
186970,Not in team,1,
253786,Not in team,1,
262491,Not in team,1,
198235,Not in team,1,
156507,Not in team,1,
238683,Not in team,1,
197981,Not in team,1,
199772,Not in team,1,
233564,Not in team,1,
233820,Not in team,1,
237916,Not in team,1,
238684,Not in team,1,
176732,Not in team,1,
246108,Not in team,1,
184156,Not in team,1,
191068,Not in team,1,
193889,Not in team,1,
213858,Not in team,1,
214114,Not in team,1,
240697,Not in team,1,
171831,Not in team,1,
247351,Not in team,1,
187447,Not in team,2,
258359,Not in team,1,
229176,Not in team,1,
235320,Not in team,1,
242744,Not in team,1,
261176,Not in team,1,
211001,Not in team,1,
258361,Not in team,1,
242486,Not in team,1,
209210,Not in team,1,
218938,Not in team,1,
234298,Finland,1,17
239930,Not in team,1,
241210,Not in team,1,
243514,Not in team,1,
251195,Not in team,1,
208188,Not in team,1,
221756,Not in team,1,
199735,Not in team,1,
239926,Not in team,1,
231266,Not in team,1,
244786,Not in team,1,
241506,Not in team,1,
255586,Not in team,1,
227377,Not in team,1,
254257,Not in team,1,
201522,Not in team,1,
212018,Not in team,1,
216114,Not in team,1,
223794,Not in team,1,
230450,Not in team,1,
245810,Not in team,1,
206134,Not in team,1,
253490,Not in team,1,
237619,Not in team,1,
247091,Not in team,1,
203060,Not in team,1,
219956,Not in team,1,
214837,Not in team,1,
187701,Not in team,1,
253237,Not in team,1,
255285,Not in team,1,
236832,Not in team,1,
221631,Not in team,1,
218656,Not in team,1,
192008,Not in team,1,
239624,Not in team,1,
222472,Not in team,1,
200200,Not in team,1,
259847,Not in team,1,
169479,Not in team,1,
227847,Canada,1,3
260358,Not in team,1,
230150,Not in team,1,
225798,Not in team,1,
240133,Not in team,1,
236037,Not in team,1,
220677,Wales,1,16
260356,Not in team,1,
190724,Not in team,1,
242692,Not in team,1,
240648,Not in team,1,
238089,Not in team,1,
212484,Not in team,1,
205834,Not in team,1,
212237,Not in team,1,
254220,Not in team,1,
220940,Not in team,1,
194059,Not in team,1,
187915,Not in team,1,
184843,Not in team,1,
238091,Not in team,1,
172555,Not in team,1,
236043,Not in team,1,
211211,Not in team,1,
207627,Not in team,1,
260874,Not in team,1,
244490,Not in team,1,
233226,Not in team,1,
224010,Not in team,1,
240132,Not in team,1,
259331,Not in team,1,
209166,Not in team,1,
258168,Not in team,1,
237176,Not in team,1,
222328,Not in team,1,
216440,Not in team,1,
204664,Not in team,1,
198264,Not in team,1,
197496,Not in team,1,
255351,Not in team,1,
247159,Not in team,1,
245367,Not in team,1,
232311,Not in team,1,
228983,Not in team,1,
198519,Not in team,1,
246390,Not in team,1,
233078,Not in team,1,
202102,Not in team,1,
184696,Not in team,1,
202617,Not in team,1,
259075,Not in team,1,
222329,Not in team,1,
236803,Not in team,1,
222979,Not in team,1,
221955,Not in team,1,
211203,Not in team,1,
258306,Not in team,1,
189186,Not in team,1,
223355,Not in team,1,
214395,Not in team,1,
221050,Not in team,1,
212090,Not in team,1,
252025,Not in team,1,
251769,Not in team,1,
244601,Not in team,1,
169593,Not in team,1,
232057,Not in team,1,
179725,Not in team,1,
239118,Not in team,1,
264310,Not in team,1,
213444,Not in team,1,
248259,Not in team,1,
241859,Not in team,1,
259778,Not in team,1,
248002,Not in team,1,
237762,Not in team,1,
233154,Not in team,1,
232130,Not in team,1,
259521,Not in team,1,
243393,Not in team,1,
263617,Not in team,1,
243904,Not in team,1,
241344,Not in team,1,
240576,Not in team,1,
231872,Not in team,1,
157888,Not in team,1,
259779,Not in team,1,
237252,Not in team,1,
260543,Not in team,1,
242628,Not in team,1,
259782,Not in team,1,
255942,Not in team,1,
227526,Not in team,1,
225734,Not in team,1,
218054,Not in team,1,
216518,Not in team,1,
202182,Not in team,1,
248005,Not in team,1,
242117,Not in team,1,
241605,Not in team,1,
233413,Not in team,1,
232645,Not in team,1,
155589,Not in team,1,
264389,Not in team,1,
259012,Not in team,1,
221632,Not in team,1,
257471,Not in team,1,
197391,Not in team,1,
243456,Not in team,1,
238336,Not in team,1,
233216,Not in team,1,
231424,Not in team,1,
222993,Not in team,1,
207633,Not in team,1,
200209,Not in team,1,
251152,Not in team,1,
184336,Not in team,1,
237328,Not in team,1,
220944,Not in team,1,
199440,Not in team,1,
259087,Not in team,1,
186127,Not in team,1,
242703,Not in team,1,
231951,Not in team,1,
239104,Not in team,1,
244736,Not in team,1,
245439,Not in team,1,
247040,Not in team,1,
179903,Not in team,1,
230079,Not in team,1,
229055,Not in team,1,
262335,Not in team,1,
258494,Not in team,1,
253630,Not in team,1,
184254,Not in team,1,
237826,Not in team,1,
235266,Not in team,1,
225026,Not in team,1,
202754,Not in team,1,
196353,Not in team,1,
248833,Not in team,1,
245249,Not in team,1,
165889,Not in team,2,
201078,Not in team,1,
203637,Not in team,1,
246727,Not in team,1,
211619,Not in team,1,
187042,Not in team,1,
213922,Not in team,1,
203426,Not in team,1,
262562,Not in team,1,
258465,Not in team,1,
182689,Not in team,1,
167841,Not in team,1,
230561,Not in team,1,
221857,China PR,1,13
214177,Not in team,1,
211617,Not in team,1,
209569,Not in team,1,
228768,Not in team,1,
216736,Not in team,1,
246687,Not in team,1,
209315,Not in team,1,
225955,Not in team,1,
228255,Not in team,1,
232611,Not in team,1,
221620,Not in team,1,
237747,Not in team,1,
235955,Not in team,1,
232627,Not in team,1,
225715,Not in team,1,
222643,Not in team,1,
204979,Not in team,1,
259249,Not in team,1,
253617,Not in team,1,
228017,China PR,1,18
220593,Not in team,1,
244912,Not in team,1,
223908,Not in team,1,
170915,Not in team,1,
234147,Not in team,1,
233887,Not in team,1,
213407,Not in team,1,
253364,Not in team,1,
232603,Not in team,1,
219803,Not in team,1,
198811,Not in team,1,
262299,Not in team,1,
255386,Not in team,1,
242330,Not in team,1,
241562,Not in team,1,
240026,Not in team,1,
239770,Not in team,1,
237210,Not in team,1,
229530,Not in team,1,
228762,Not in team,1,
201114,Not in team,1,
193177,Not in team,1,
237721,Not in team,1,
230809,Not in team,1,
221595,Not in team,1,
235419,Not in team,1,
188062,Not in team,1,
250779,Not in team,1,
242334,Not in team,1,
241566,Not in team,1,
230046,Not in team,1,
227998,Not in team,1,
223134,Not in team,1,
221854,China PR,1,17
217758,Northern Ireland,1,16
178589,Not in team,1,
238749,Not in team,1,
224925,Not in team,1,
221853,Not in team,1,
190620,Not in team,1,
251036,Not in team,1,
243612,Not in team,1,
222620,Not in team,1,
247476,Not in team,1,
259252,Not in team,1,
200309,Not in team,1,
246385,Not in team,1,
224881,Not in team,1,
217201,Not in team,1,
211825,Not in team,1,
205681,Not in team,1,
259184,Not in team,1,
192624,Northern Ireland,1,11
243312,Not in team,1,
236400,Not in team,1,
209264,Not in team,1,
179646,Not in team,1,
244158,Not in team,1,
235966,Not in team,1,
232382,Not in team,1,
210366,Not in team,1,
203966,Not in team,1,
229745,Not in team,1,
187761,Not in team,1,
258493,Not in team,1,
260209,Not in team,1,
263029,Not in team,1,
244340,Not in team,1,
233588,Not in team,1,
231540,Not in team,1,
211828,Not in team,1,
210804,Not in team,1,
261491,Not in team,1,
254835,Not in team,1,
247667,Not in team,1,
239219,Not in team,1,
226675,Not in team,1,
225395,Not in team,1,
198003,Not in team,1,
236914,Not in team,1,
220786,Not in team,1,
259773,Not in team,1,
253629,Not in team,1,
199861,Not in team,1,
243641,Not in team,1,
215993,Not in team,1,
201401,Not in team,1,
263609,Not in team,1,
260024,Not in team,1,
252088,Not in team,1,
239800,Not in team,1,
253879,Not in team,1,
230070,Not in team,1,
209334,Not in team,1,
202422,Not in team,1,
260021,Not in team,1,
251829,Not in team,1,
232117,Not in team,1,
231093,Not in team,1,
223925,Not in team,1,
224953,Not in team,1,
246457,Not in team,1,
250813,Not in team,1,
235194,Not in team,1,
235197,Not in team,1,
234941,Not in team,1,
232636,Not in team,1,
232380,Not in team,1,
213692,Not in team,1,
210108,Not in team,1,
204220,Not in team,1,
193211,Not in team,2,
189115,Not in team,1,
246203,Not in team,1,
178363,Not in team,1,
238779,Not in team,1,
258746,Not in team,1,
243386,Not in team,1,
237498,Not in team,1,
197831,Not in team,1,
251335,Not in team,1,
223263,Not in team,1,
227878,Not in team,1,
203558,Not in team,1,
250917,Not in team,1,
248869,Not in team,1,
246309,Not in team,1,
246053,Not in team,1,
239397,Not in team,1,
220197,Not in team,1,
228388,Not in team,1,
262436,Not in team,1,
255779,Not in team,1,
173859,Not in team,1,
208675,Not in team,1,
189730,Not in team,1,
179746,Not in team,1,
235554,Not in team,1,
205862,Not in team,1,
235558,Not in team,1,
254603,Not in team,1,
252454,Not in team,1,
240170,Not in team,1,
236586,Not in team,1,
233258,Not in team,1,
222506,Not in team,1,
253225,Not in team,1,
248873,Not in team,1,
201257,Not in team,1,
199465,Not in team,1,
252200,Not in team,1,
246056,Not in team,1,
205352,Not in team,1,
199464,Not in team,1,
260647,Not in team,1,
247335,Not in team,1,
257318,Not in team,1,
229516,Not in team,1,
238987,Not in team,1,
236587,Not in team,1,
209285,Not in team,1,
191108,Not in team,1,
255876,Not in team,1,
188292,Not in team,1,
247428,Not in team,1,
240260,Not in team,1,
238980,Not in team,1,
235652,Not in team,1,
225924,Not in team,1,
224388,Not in team,1,
230787,Not in team,1,
223107,Not in team,1,
252802,Not in team,1,
215170,Not in team,1,
213634,Not in team,1,
253825,Not in team,1,
258180,Not in team,1,
219781,Not in team,1,
234635,Not in team,1,
238725,Not in team,1,
234123,Not in team,1,
166539,Not in team,1,
257162,Not in team,1,
239498,Not in team,1,
208778,Not in team,1,
189833,Not in team,1,
219529,Not in team,1,
205961,Not in team,1,
237704,Not in team,1,
223880,Not in team,1,
225927,Not in team,1,
220039,Not in team,1,
202375,Not in team,1,
255365,Not in team,1,
244869,Not in team,1,
206123,Not in team,1,
246827,Not in team,1,
216449,Not in team,1,
261146,Not in team,1,
237594,Not in team,1,
169498,Not in team,1,
210970,Not in team,1,
204826,Not in team,1,
260121,Not in team,1,
256281,Not in team,1,
235033,Not in team,1,
228632,Not in team,1,
186135,Northern Ireland,1,13
