ID,NationalTeam,IntReputation,NationalNumber
259345,Not in team,1,
227602,Not in team,1,
230936,Hungary,1,8
199960,Not in team,1,
236823,Not in team,1,
253718,Not in team,1,
239894,Not in team,1,
214294,Not in team,1,
254229,Not in team,1,
241941,Not in team,1,
219413,Not in team,1,
196885,Not in team,1,
177684,Not in team,1,
199700,Not in team,1,
242195,Not in team,1,
221459,Not in team,1,
238097,Not in team,1,
163600,Not in team,2,
227600,Not in team,1,
257293,Not in team,1,
252711,Not in team,1,
245543,Not in team,1,
229900,Not in team,1,
233484,Not in team,1,
238860,Not in team,1,
256268,Not in team,1,
232461,Not in team,1,
241933,Not in team,1,
242958,Not in team,1,
222224,Not in team,1,
210703,Not in team,1,
215823,Not in team,1,
220175,Not in team,1,
230415,Not in team,1,
233487,Australia,1,3
233999,Not in team,1,
199952,Not in team,2,
156432,Not in team,2,
186674,Not in team,1,
194354,Not in team,1,
213556,Not in team,1,
229428,Not in team,1,
202530,Not in team,1,
204307,Not in team,1,
205089,Not in team,1,
247072,Not in team,1,
194079,Not in team,1,
228383,Not in team,1,
198687,Not in team,1,
194846,Not in team,1,
258334,Not in team,1,
230686,Not in team,1,
205086,Not in team,1,
262430,Not in team,1,
194077,Not in team,1,
258333,Not in team,1,
216349,Not in team,1,
259868,Not in team,1,
258332,Not in team,1,
189211,Not in team,1,
186651,Not in team,1,
209698,Not in team,1,
218658,Not in team,1,
227106,Not in team,1,
245540,Not in team,1,
244006,Not in team,1,
242214,Not in team,1,
234790,Not in team,1,
233510,Not in team,1,
251429,Not in team,1,
212261,Not in team,1,
256548,Not in team,1,
255268,Not in team,1,
240164,Not in team,1,
239138,Not in team,1,
230180,Not in team,1,
225316,Scotland,1,24
194083,Not in team,1,
223779,Not in team,1,
262435,Not in team,1,
253218,Not in team,1,
186402,Not in team,1,
246562,Romania,1,13
186139,Not in team,1,
248091,Not in team,1,
241947,Not in team,1,
224524,Not in team,1,
239881,Not in team,1,
176137,Not in team,2,
243977,Not in team,1,
251401,Not in team,1,
192009,Not in team,1,
230410,Not in team,1,
240138,Not in team,1,
203276,Not in team,1,
230454,Not in team,1,
224265,Not in team,1,
200758,Not in team,1,
198198,Not in team,2,
193077,Not in team,1,
242997,Not in team,1,
239669,Not in team,1,
235317,Not in team,1,
213557,Not in team,1,
213301,Not in team,1,
231433,Not in team,1,
215049,Not in team,1,
234779,Not in team,1,
230169,Not in team,1,
226075,Not in team,1,
203547,Not in team,1,
224794,Not in team,1,
198426,Not in team,1,
194841,Not in team,1,
255001,Not in team,1,
245785,Not in team,1,
245017,Not in team,1,
225305,Not in team,1,
197641,Not in team,1,
212249,Not in team,1,
208153,Not in team,1,
235544,Not in team,1,
189703,Not in team,1,
213000,Not in team,1,
229896,Not in team,1,
231688,Not in team,1,
234760,Not in team,1,
198705,Not in team,2,
237051,Not in team,1,
242660,Not in team,1,
216802,Not in team,1,
233954,Not in team,1,
194018,Not in team,1,
224995,Not in team,1,
246755,Not in team,1,
190435,Not in team,1,
229092,Not in team,1,
234980,Not in team,1,
203749,Not in team,1,
230377,Not in team,1,
222693,Not in team,1,
212454,Republic of Ireland,1,15
226278,Not in team,1,
228326,Not in team,1,
237286,Republic of Ireland,1,18
187110,Not in team,1,
259047,Not in team,1,
211177,Iceland,1,21
209378,Not in team,1,
194017,Not in team,1,
239073,Not in team,1,
213729,Not in team,1,
232413,Not in team,1,
233437,Not in team,1,
241629,Not in team,1,
246237,Not in team,1,
251613,Not in team,1,
189661,Not in team,1,
195037,Not in team,1,
208862,Not in team,1,
214238,Not in team,1,
225502,Not in team,1,
183518,Not in team,2,
220383,Not in team,1,
231391,Not in team,1,
241119,Not in team,1,
242143,Not in team,1,
199392,Not in team,1,
206561,Not in team,1,
213993,Not in team,1,
233705,Not in team,1,
233079,Not in team,1,
227911,Not in team,1,
239432,Not in team,1,
237640,Not in team,1,
233544,Not in team,1,
213064,Not in team,1,
211272,Not in team,1,
144200,Not in team,1,
186695,Not in team,1,
232775,Not in team,1,
192838,Not in team,1,
248297,Not in team,1,
243270,Not in team,1,
223046,Not in team,1,
222278,Not in team,1,
235589,Not in team,1,
231237,Not in team,1,
223045,Not in team,1,
213317,Not in team,1,
229956,Not in team,1,
179528,Not in team,1,
235849,Not in team,1,
239945,Not in team,1,
245065,Not in team,1,
253929,Not in team,1,
191209,Not in team,1,
202986,Not in team,1,
211946,Not in team,1,
250858,Not in team,1,
192490,Not in team,1,
210923,Not in team,1,
236267,Not in team,1,
179947,Not in team,1,
252139,Not in team,1,
258027,Not in team,1,
230380,Not in team,1,
224591,Not in team,1,
192074,Not in team,1,
244042,Not in team,1,
233034,Not in team,1,
223818,Not in team,1,
228829,Not in team,1,
213725,Not in team,1,
210653,Not in team,1,
240311,Not in team,1,
260020,Not in team,1,
216245,Not in team,1,
234933,Not in team,1,
245429,Not in team,1,
186805,Not in team,1,
225974,Not in team,1,
228790,Not in team,1,
242614,Romania,1,5
250807,Not in team,1,
203485,Not in team,2,
211384,Not in team,1,
257208,Not in team,1,
223929,Not in team,1,
182713,Not in team,2,
224186,Not in team,1,
231098,Not in team,1,
261050,Not in team,1,
215995,Not in team,1,
245428,Not in team,1,
239475,Not in team,1,
251763,Not in team,1,
202356,Not in team,1,
194934,Not in team,1,
177782,Not in team,1,
242294,Not in team,1,
105846,Not in team,2,
169078,Not in team,1,
193141,Not in team,1,
250997,Not in team,1,
244853,Not in team,1,
243573,Not in team,1,
177525,Not in team,2,
237429,Not in team,1,
226677,Not in team,1,
247412,Not in team,1,
247156,Not in team,1,
239732,Not in team,1,
229236,Not in team,1,
225908,Not in team,1,
224187,Not in team,1,
261307,Not in team,1,
219836,Not in team,1,
208581,Not in team,1,
213445,Not in team,1,
242629,Not in team,1,
256197,Not in team,1,
213702,Not in team,1,
233926,Not in team,1,
219591,Not in team,1,
230343,Not in team,1,
237255,Not in team,1,
248775,Not in team,1,
212424,Not in team,1,
215496,Not in team,1,
219848,Not in team,1,
237512,Not in team,1,
186568,Not in team,1,
188616,Not in team,2,
198601,Not in team,1,
261084,Not in team,1,
213189,Not in team,1,
242372,Not in team,1,
231868,Not in team,1,
228804,Not in team,1,
237245,Not in team,1,
245437,Not in team,1,
202686,Not in team,1,
219582,Not in team,1,
220862,Not in team,1,
237502,Not in team,1,
254910,Not in team,1,
224191,Not in team,1,
210880,Not in team,1,
219584,Not in team,1,
253376,Not in team,1,
219841,Not in team,1,
194753,Not in team,1,
262081,Not in team,1,
253890,Not in team,1,
208835,Not in team,1,
216003,Not in team,1,
224836,Not in team,1,
253251,Not in team,1,
241731,Not in team,1,
239708,Not in team,1,
192476,Not in team,1,
192732,Not in team,1,
253278,Not in team,1,
237662,Not in team,1,
214366,Not in team,1,
225117,Not in team,1,
218717,Not in team,1,
211037,Not in team,1,
259675,Not in team,1,
217813,Not in team,1,
253275,Not in team,1,
179547,Not in team,1,
255578,Not in team,1,
184154,Not in team,1,
246106,Not in team,1,
240730,Not in team,1,
225114,Not in team,1,
158810,Not in team,3,
235740,Not in team,1,
232156,Not in team,1,
228828,Not in team,1,
255963,Not in team,1,
235989,Not in team,1,
248021,Not in team,1,
198614,Not in team,1,
200918,Not in team,1,
214998,Not in team,1,
236758,Not in team,1,
204247,Not in team,1,
239575,Not in team,1,
189655,Not in team,1,
208088,Not in team,1,
229336,Not in team,1,
236760,Not in team,1,
244952,Not in team,1,
160217,Not in team,1,
206042,Not in team,1,
261082,Not in team,1,
189403,Not in team,1,
230233,Not in team,1,
211033,Not in team,1,
258648,Not in team,1,
234578,Not in team,1,
236369,Not in team,1,
236113,Not in team,1,
160081,Not in team,1,
258128,Not in team,1,
243792,Not in team,1,
209232,Not in team,1,
203344,Not in team,1,
252239,Not in team,1,
241487,Not in team,1,
230991,Not in team,1,
238924,Not in team,1,
254028,Not in team,1,
201549,Hungary,1,23
224590,Not in team,1,
228942,Not in team,1,
255566,Not in team,1,
208719,Not in team,1,
225106,Not in team,1,
239186,Not in team,1,
245336,Not in team,1,
243538,Not in team,1,
242776,Not in team,1,
231512,Not in team,1,
223064,Not in team,1,
201304,Not in team,1,
256343,Not in team,1,
241238,Not in team,1,
236630,Not in team,1,
232278,Not in team,1,
230486,Not in team,1,
200278,Not in team,1,
183893,Not in team,2,
239701,Not in team,1,
232789,Not in team,1,
257876,Not in team,1,
213332,Not in team,1,
207956,Not in team,1,
197971,Romania,1,7
160213,Not in team,1,
214485,Not in team,1,
247106,Not in team,1,
246070,Not in team,1,
199738,Not in team,1,
233529,Not in team,1,
167993,Not in team,2,
226616,Not in team,1,
204344,Not in team,1,
201528,Not in team,1,
260407,Not in team,1,
226103,Not in team,1,
255487,Not in team,1,
223188,Not in team,1,
221695,Not in team,1,
193278,Not in team,1,
230398,Not in team,1,
215294,Not in team,1,
211966,Not in team,1,
208638,Not in team,1,
205054,Not in team,1,
224509,Not in team,1,
202810,Not in team,1,
159034,Not in team,1,
228410,Not in team,1,
199739,Not in team,1,
241474,Not in team,1,
258881,Not in team,1,
223553,Not in team,1,
206145,Not in team,1,
237376,Not in team,1,
227903,Not in team,1,
199487,Not in team,2,
247870,Not in team,1,
245054,Not in team,1,
242494,Not in team,1,
194365,Not in team,2,
206141,Not in team,1,
204349,Not in team,2,
233532,Not in team,1,
229692,Not in team,1,
230459,Not in team,1,
230203,Not in team,1,
217085,Not in team,1,
205565,Not in team,1,
248060,Not in team,1,
259788,Not in team,1,
214990,Not in team,1,
223694,Not in team,1,
232654,Not in team,1,
184271,Not in team,2,
201936,Not in team,1,
222160,Not in team,1,
229584,Not in team,1,
254928,Not in team,1,
263377,Not in team,1,
210129,Hungary,1,14
204242,Not in team,1,
245714,Not in team,1,
257234,Not in team,1,
198611,Not in team,1,
202451,Not in team,1,
235987,Not in team,1,
198868,Not in team,1,
192205,Not in team,1,
246732,Not in team,1,
223740,Not in team,1,
226508,Scotland,1,13
217852,Not in team,1,
215292,Not in team,1,
198908,Not in team,1,
244987,Not in team,1,
239099,Not in team,1,
230601,Not in team,1,
230857,Not in team,1,
239049,Not in team,1,
243401,Not in team,1,
248777,Not in team,1,
209610,Not in team,1,
224970,Not in team,1,
227530,Not in team,1,
244938,Not in team,1,
236747,Not in team,1,
239307,Not in team,1,
219852,Not in team,1,
230263,Not in team,1,
213839,Not in team,1,
247671,Not in team,1,
178319,Not in team,1,
228761,Not in team,1,
212121,Not in team,1,
203929,Iceland,1,3
202905,Not in team,1,
230296,Not in team,1,
251287,Not in team,1,
205463,Not in team,1,
198039,Not in team,1,
186518,Not in team,1,
243350,Not in team,1,
165526,Not in team,3,
208534,Not in team,1,
228245,Not in team,1,
246164,Not in team,1,
245652,Not in team,1,
230292,Not in team,1,
220820,Not in team,1,
240019,Not in team,1,
221331,Not in team,1,
226706,Not in team,1,
247185,Not in team,1,
232593,Not in team,1,
225169,Not in team,1,
223633,Not in team,1,
212625,Not in team,1,
210833,Not in team,1,
197777,Not in team,1,
246928,Not in team,1,
237712,Not in team,1,
234905,Not in team,1,
246169,Not in team,1,
198554,Not in team,2,
193182,Not in team,1,
212129,Not in team,1,
198817,Not in team,1,
251511,Not in team,1,
241568,Not in team,1,
172960,Not in team,1,
220064,Not in team,1,
214944,Not in team,1,
201888,Not in team,1,
246431,Not in team,1,
244895,Not in team,1,
242079,Not in team,1,
240031,Not in team,1,
204447,Not in team,1,
232350,Not in team,1,
209818,Not in team,1,
232094,Not in team,1,
205214,Not in team,1,
236189,Not in team,1,
233884,Not in team,1,
216476,Not in team,1,
215708,Not in team,1,
237211,Not in team,1,
230299,Not in team,1,
53914,Not in team,2,
241050,Not in team,1,
240282,Czech Republic,1,22
220314,Not in team,1,
216730,Not in team,1,
213136,Not in team,1,
240783,Not in team,1,
194149,Not in team,1,
240271,Not in team,1,
252037,Not in team,1,
246405,Not in team,1,
219525,Not in team,1,
242052,Not in team,1,
236164,Not in team,1,
214660,Not in team,1,
214404,Not in team,1,
246403,Not in team,1,
239747,Not in team,1,
230531,Not in team,1,
229251,Not in team,1,
150659,Not in team,1,
215391,Not in team,1,
193631,Not in team,1,
216416,Not in team,1,
234848,Not in team,1,
239200,Not in team,1,
192608,Not in team,1,
184417,Not in team,1,
252001,Not in team,1,
186977,Not in team,1,
259681,Not in team,1,
214882,Not in team,1,
222562,Iceland,1,13
223843,Not in team,1,
230243,Not in team,1,
253283,Not in team,1,
206436,Not in team,2,
161636,Not in team,1,
202886,Not in team,1,
214918,Not in team,1,
234630,Not in team,1,
246666,Not in team,1,
236175,Not in team,1,
214415,Not in team,1,
212879,Not in team,1,
204687,Not in team,1,
264335,Not in team,1,
208014,Not in team,1,
242573,Not in team,1,
237453,Not in team,1,
184716,Wales,1,7
246155,Not in team,1,
211339,Not in team,1,
253322,Not in team,1,
251530,Not in team,1,
227978,Not in team,1,
242054,Not in team,1,
253321,Not in team,1,
183177,Not in team,3,
172425,Not in team,1,
233097,Not in team,1,
225673,Not in team,1,
212104,Not in team,1,
200840,Not in team,1,
191111,Not in team,1,
173703,Not in team,1,
229255,Not in team,1,
193414,Not in team,1,
245894,Not in team,1,
178310,Not in team,1,
223905,Not in team,1,
164769,Not in team,1,
215970,Not in team,1,
239778,Poland,1,16
162221,Not in team,1,
215213,Not in team,1,
188844,Not in team,1,
246444,Not in team,1,
222636,Not in team,1,
247723,Not in team,1,
170923,Not in team,1,
235947,Not in team,1,
232875,Not in team,1,
220075,Not in team,1,
233642,Not in team,1,
222634,Not in team,1,
233897,Not in team,1,
246696,Not in team,1,
231848,Not in team,1,
199848,Not in team,1,
205735,Not in team,2,
244390,Not in team,1,
204966,Not in team,1,
244389,Not in team,1,
237477,Not in team,1,
204709,Not in team,1,
247972,Romania,1,19
242084,Not in team,1,
225956,Not in team,1,
222116,Not in team,1,
234476,Not in team,1,
239340,Not in team,1,
244204,Not in team,1,
240045,Not in team,1,
189357,Not in team,1,
205998,Not in team,1,
242865,Not in team,1,
241588,Not in team,1,
238516,Not in team,1,
232884,Not in team,1,
202676,Australia,1,10
198836,Not in team,1,
253619,Not in team,1,
232883,Not in team,1,
225203,Scotland,1,12
199347,Not in team,1,
221618,Not in team,1,
142258,Not in team,1,
193201,Not in team,1,
255409,Not in team,1,
167601,Not in team,2,
214190,Not in team,1,
163761,Not in team,2,
208817,Not in team,1,
143025,Not in team,1,
209840,Not in team,1,
241071,Not in team,1,
233647,Not in team,1,
225455,Not in team,1,
225199,Not in team,1,
219823,Not in team,1,
258478,Not in team,1,
254894,Not in team,1,
235950,Not in team,1,
228782,Not in team,1,
155885,Not in team,2,
244205,Not in team,1,
210926,Not in team,1,
198394,Not in team,1,
189430,Not in team,1,
152567,Not in team,1,
232183,Not in team,1,
233207,Not in team,1,
246263,Not in team,1,
257271,Not in team,1,
239096,Not in team,1,
199417,Not in team,1,
214777,Not in team,1,
221433,Not in team,1,
225785,Not in team,1,
232185,Not in team,1,
195065,Not in team,1,
205818,Not in team,1,
242934,Not in team,1,
217082,Not in team,1,
230394,Not in team,1,
233978,Not in team,1,
254714,Not in team,1,
200443,Not in team,1,
235515,Not in team,1,
219812,Not in team,1,
256675,Not in team,1,
182435,Not in team,2,
246947,Not in team,1,
142499,Not in team,1,
