ID,PreferredFoot,Height,Weight
263171,Right,195,80
260078,Left,183,79
256750,Right,183,77
248814,Left,172,70
248328,Left,178,72
252422,Right,166,56
239621,Left,168,62
248836,Right,189,78
261379,Right,161,63
258617,Right,197,83
260528,Right,188,82
261687,Right,193,87
251298,Right,190,80
262818,Right,183,77
254113,Right,180,72
224673,Right,172,71
264097,Right,178,73
261280,Right,186,78
262816,Right,177,80
261535,Right,175,70
258462,Right,179,67
236702,Right,183,77
258973,Right,177,70
258717,Right,185,74
263581,Left,180,75
258460,Right,184,74
255644,Right,188,71
182428,Right,186,75
213148,Left,173,64
260507,Right,176,68
264091,Left,178,70
240794,Right,193,78
237722,Right,169,60
233882,Left,178,71
256152,Right,175,65
248472,Right,180,70
246168,Right,173,68
233368,Right,181,80
263576,Right,186,74
193943,Right,175,80
264098,Left,174,70
264099,Right,179,76
254870,Right,189,83
237731,Right,180,70
237233,Right,184,78
260016,Right,181,72
252592,Left,180,71
251056,Right,185,83
240814,Right,185,80
244397,Left,175,68
263853,Right,182,74
260012,Right,193,80
258220,Right,179,75
261035,Right,172,67
260523,Right,170,60
255403,Right,181,68
225195,Right,171,57
221867,Right,180,85
263851,Right,183,74
240041,Left,174,70
228009,Right,174,68
264361,Right,175,73
263593,Right,191,80
262825,Left,180,71
237736,Right,188,77
261542,Left,165,63
261030,Right,192,87
258982,Right,188,72
258470,Left,185,74
241318,Right,187,88
256164,Left,186,81
255639,Right,178,63
262806,Right,182,73
261430,Right,178,88
262845,Left,188,77
29118,Right,175,76
252862,Right,178,74
263871,Right,177,75
260031,Left,176,73
261567,Right,177,65
253120,Left,180,75
261824,Right,175,67
262593,Left,180,74
256449,Right,187,75
257473,Left,177,70
240580,Right,180,80
251332,Right,190,75
191685,Right,187,80
195013,Right,183,71
241862,Right,195,75
262599,Right,190,80
235975,Right,170,75
253383,Right,189,90
241864,Right,184,75
259272,Left,182,70
264649,Right,181,77
200393,Right,179,77
244937,Left,175,65
264650,Right,170,65
208842,Left,193,88
264460,Left,192,80
257738,Right,181,78
225981,Right,198,90
261564,Right,180,75
260018,Right,185,80
251836,Right,184,76
262066,Right,183,68
263347,Right,178,75
264115,Left,170,64
231091,Right,168,63
254643,Right,170,60
255411,Right,170,66
256179,Right,181,65
260531,Right,185,73
264628,Right,182,72
246452,Right,184,79
257716,Right,177,70
255157,Right,181,70
262069,Left,178,73
264118,Left,192,85
229046,Right,185,74
263095,Right,175,65
264631,Right,176,65
255671,Right,172,63
261815,Left,170,65
262071,Right,185,75
263352,Left,178,62
264120,Right,177,73
256696,Right,181,77
259257,Left,189,86
255930,Right,182,74
256954,Right,180,70
255675,Right,173,67
262156,Right,182,75
241980,Right,172,64
260621,Right,176,75
251433,Right,195,85
263458,Right,180,70
241954,Right,178,65
263971,Right,190,82
253475,Right,174,70
262692,Right,180,75
246052,Right,183,85
225061,Right,189,88
231461,Right,180,72
262694,Right,184,79
246054,Right,178,70
263207,Right,182,70
263463,Right,180,71
259111,Right,187,81
263210,Right,176,67
243917,Right,194,81
263466,Left,175,70
264234,Right,175,70
226859,Right,178,68
259115,Right,172,65
259627,Right,187,72
240684,Right,171,68
236589,Right,176,70
256813,Right,183,72
257837,Left,180,80
258605,Right,192,83
230703,Right,190,83
241200,Right,184,70
264498,Left,186,73
261407,Right,180,70
262687,Right,192,81
260126,Right,192,78
259869,Right,180,72
264651,Right,180,80
258931,Left,180,70
259187,Right,187,77
256530,Right,175,70
261650,Right,184,78
263443,Right,175,60
264211,Right,190,74
257299,Right,183,73
223764,Left,180,70
251924,Left,188,75
226837,Right,178,75
262678,Right,185,69
241687,Left,175,66
242199,Right,184,75
254999,Left,180,68
255767,Right,186,89
262424,Right,180,77
262936,Right,178,68
246296,Right,194,70
259353,Right,175,68
221978,Right,175,74
259354,Right,178,68
242715,Right,188,77
255003,Right,164,61
260891,Right,173,68
220188,Right,196,91
256028,Right,178,73
251796,Right,181,73
262671,Left,178,68
222003,Right,179,71
260483,Right,179,63
232838,Right,187,72
263303,Right,173,73
238983,Right,182,84
244615,Left,168,62
245127,Right,175,66
255367,Right,169,69
262536,Right,176,73
263306,Left,171,65
251018,Right,175,70
222348,Right,185,73
259724,Right,164,67
253069,Right,186,79
258445,Right,182,70
2702,Left,185,76
252046,Right,188,84
226191,Left,173,70
259215,Right,191,79
261007,Right,179,73
262288,Right,177,63
261520,Right,185,72
234641,Left,180,80
252305,Right,182,78
256401,Right,174,73
264338,Right,185,76
229779,Right,190,80
263316,Right,185,80
263572,Left,185,72
259716,Left,178,72
221826,Right,183,71
233011,Right,182,71
261505,Left,170,64
262708,Right,187,70
264565,Right,172,69
252534,Right,172,68
263799,Right,190,80
226423,Right,182,69
246647,Right,170,67
248183,Right,182,78
209528,Left,179,69
193912,Right,183,80
242297,Right,188,75
263546,Right,183,82
232314,Right,181,81
244090,Right,186,82
263292,Right,194,80
263548,Right,189,79
255868,Left,193,87
262781,Right,191,79
263293,Right,178,68
247421,Right,187,79
253309,Right,172,65
257149,Right,190,85
261245,Right,175,68
242047,Right,170,60
261247,Right,179,76
260736,Left,173,68
260992,Left,175,67
258689,Left,172,65
262349,Right,185,75
248340,Right,178,72
254925,Right,175,71
258906,Right,170,72
237402,Left,174,63
259673,Right,183,67
263001,Left,168,65
254552,Left,179,68
255831,Left,176,67
261462,Left,176,66
247894,Left,189,77
222294,Right,178,72
264534,Right,176,72
240981,Right,176,80
198485,Right,190,98
261972,Right,178,75
261085,Right,183,79
259292,Right,190,80
255964,Right,192,89
237020,Left,171,64
263644,Left,176,71
264155,Right,186,75
256473,Right,186,75
240857,Right,174,70
264409,Left,186,75
259032,Right,192,80
258776,Right,180,70
261332,Left,188,68
258772,Right,182,71
240340,Right,179,85
247913,Right,187,83
245458,Left,181,75
238545,Left,181,74
182362,Right,180,70
239196,Right,180,77
191337,Right,184,76
243292,Right,183,70
243813,Right,186,75
260301,Right,177,67
228198,Right,163,60
264551,Right,163,58
228199,Left,179,66
255335,Right,175,63
263272,Right,190,82
261732,Right,195,82
248680,Left,178,72
261480,Right,168,63
255332,Right,177,77
252772,Left,174,69
264547,Right,187,83
258913,Right,195,80
229985,Right,184,78
262497,Right,185,81
245088,Right,186,87
262752,Right,180,70
259167,Left,188,72
199007,Right,185,86
260190,Right,190,87
255582,Right,190,86
221790,Right,191,86
261469,Right,165,62
259677,Right,180,66
254813,Left,177,71
209757,Right,187,84
252252,Right,186,77
248668,Right,178,69
258000,Right,179,74
236252,Right,185,84
263888,Left,168,67
264421,Left,175,68
236774,Left,179,70
246758,Right,173,70
251879,Right,176,69
262632,Right,178,70
262888,Right,174,67
247528,Left,188,82
251368,Left,187,79
251881,Right,178,71
255722,Left,173,63
260330,Right,184,79
263147,Right,180,70
207595,Left,182,88
238571,Right,188,77
261611,Right,170,62
248300,Right,188,78
255980,Right,175,65
239853,Left,196,96
255439,Right,173,63
253165,Right,182,72
248302,Right,178,73
248337,Right,186,70
264209,Right,183,70
254736,Left,178,72
251407,Right,171,64
233166,Right,187,65
255717,Right,188,83
243949,Right,185,82
262885,Right,191,79
260465,Right,186,75
264399,Right,171,67
253412,Left,182,71
243818,Left,191,83
262764,Left,195,90
256877,Right,177,70
263278,Right,186,82
243566,Right,187,78
264560,Left,185,82
248688,Right,174,65
257392,Right,184,75
264049,Right,165,65
242801,Right,195,81
263533,Right,181,70
253410,Right,200,93
262368,Right,172,74
258930,Right,186,71
245475,Right,174,66
244961,Right,180,70
263904,Right,185,69
240355,Right,185,79
257503,Right,186,79
264415,Right,193,82
253406,Right,188,92
255091,Right,168,67
247201,Right,188,77
262555,Right,176,69
260511,Right,183,77
251039,Right,175,70
257438,Right,175,65
263069,Right,181,77
256924,Right,191,78
247196,Right,175,64
261114,Right,185,79
243711,Left,182,81
259993,Left,182,75
222361,Right,180,65
257175,Right,186,82
248319,Right,180,74
263423,Right,188,78
258045,Right,177,73
255741,Right,183,76
206077,Right,191,85
261282,Right,168,65
242082,Right,187,84
251814,Right,183,74
262563,Right,179,73
260525,Right,186,79
263674,Right,192,82
256934,Right,185,79
258214,Right,180,74
260775,Right,170,65
261544,Right,186,70
260779,Right,175,68
263597,Right,178,61
255917,Right,168,69
256933,Right,178,70
262819,Right,191,80
251301,Right,182,78
240805,Right,177,68
239278,Right,178,73
261540,Right,175,67
254884,Right,178,76
240804,Right,186,80
257699,Right,183,65
248227,Left,175,65
256506,Right,169,58
264685,Left,188,79
263162,Right,180,75
224866,Right,175,75
257893,Right,170,67
253285,Right,180,76
248164,Right,172,59
263524,Right,187,81
252771,Right,171,60
242787,Right,180,66
263267,Left,169,65
260194,Right,187,82
257890,Right,181,73
242786,Right,170,65
263010,Right,198,81
252262,Right,174,70
257888,Right,170,65
264032,Right,186,84
245087,Right,173,70
264538,Right,186,79
256601,Right,183,82
264537,Right,176,65
251224,Right,184,93
264536,Right,170,63
263767,Left,175,75
260438,Right,184,79
261989,Right,179,68
259430,Right,191,78
264185,Right,182,77
224619,Right,177,73
223091,Left,171,71
264563,Right,182,79
261234,Right,180,73
238191,Left,183,78
261486,Right,170,61
263022,Right,185,75
247661,Left,185,73
258924,Right,191,81
252268,Right,183,70
174443,Left,178,77
263019,Right,174,67
264039,Right,175,71
262251,Right,188,79
256874,Left,190,85
256106,Right,178,79
245866,Right,186,75
244842,Right,174,64
261481,Right,173,70
264553,Right,190,85
243048,Right,188,79
264552,Right,170,68
261991,Right,174,69
259670,Right,171,70
252502,Right,181,72
259413,Right,181,65
256754,Right,184,74
263918,Right,173,62
245743,Left,183,72
251375,Right,189,77
260079,Right,192,75
257776,Left,183,75
262385,Right,184,75
253169,Right,185,77
264690,Right,181,79
227570,Right,185,83
250866,Left,179,65
263667,Right,185,82
252244,Right,178,73
264180,Right,180,70
258548,Right,180,75
262901,Right,185,80
253429,Right,183,71
205558,Left,183,71
258806,Right,187,78
264183,Right,188,70
245239,Right,177,72
255991,Right,184,67
261623,Left,183,73
257005,Right,184,80
256749,Right,183,83
228077,Right,174,65
210925,Right,170,63
257619,Right,170,62
245075,Left,170,70
264275,Left,190,79
261201,Right,193,84
259808,Right,182,70
232673,Right,188,76
256738,Right,192,87
258018,Right,185,80
260467,Right,171,68
248238,Right,183,74
240867,Left,186,70
255459,Right,185,73
257765,Left,177,71
261606,Right,182,77
247272,Right,190,75
263658,Right,189,84
239594,Right,183,73
253418,Right,180,73
261610,Right,187,80
234988,Left,175,71
259052,Right,189,88
246446,Right,174,64
260883,Left,170,66
251823,Right,194,89
232258,Right,185,74
260427,Right,178,71
247115,Left,180,71
255562,Right,185,80
247626,Right,180,70
246090,Left,182,78
238410,Right,175,67
260425,Right,171,69
255049,Right,168,56
259399,Left,192,85
255815,Right,176,74
245574,Right,184,72
262470,Right,177,71
222277,Right,187,76
262725,Right,194,91
255811,Right,186,81
262988,Right,175,65
200524,Right,183,79
262221,Right,189,78
248839,Right,186,77
234507,Right,172,65
262666,Right,172,70
261640,Right,183,75
256776,Right,172,68
253704,Right,174,67
258311,Right,190,77
262919,Right,187,80
259917,Right,187,82
255493,Left,186,77
257617,Left,175,70
247121,Right,187,88
256848,Right,181,81
234320,Right,178,77
262222,Right,173,69
263235,Right,188,85
253505,Right,167,64
254640,Right,180,75
242241,Right,168,78
241458,Left,174,60
237874,Right,172,75
235058,Left,183,70
263730,Right,173,69
260401,Right,174,61
236337,Right,194,82
260911,Right,175,74
260399,Left,185,82
262447,Right,194,84
261166,Right,178,70
258604,Right,184,79
263468,Left,175,68
256555,Left,185,74
253227,Right,175,72
256884,Right,176,69
247347,Left,180,75
233524,Right,170,66
225845,Right,176,73
263740,Right,185,78
255808,Left,176,75
253504,Left,163,66
252990,Left,172,69
261180,Left,173,69
256316,Left,191,83
264508,Right,193,78
232251,Left,178,65
243765,Right,180,76
264250,Right,190,80
259128,Right,169,67
263222,Left,171,65
252213,Right,195,80
246837,Right,177,68
245813,Left,174,63
246795,Right,170,65
262924,Right,177,70
140300,Left,188,76
259340,Left,179,68
263612,Right,180,72
234940,Right,183,70
258748,Right,190,70
244925,Right,183,64
256701,Right,174,67
242730,Left,173,64
239146,Left,173,68
224554,Right,184,75
245033,Left,181,68
263720,Right,173,72
253479,Right,177,64
262951,Left,182,74
260645,Right,173,68
262181,Right,180,76
200484,Left,177,76
243130,Right,191,80
264122,Right,179,74
238521,Right,172,63
258740,Right,183,73
245169,Left,167,70
246194,Left,178,75
254130,Right,170,66
258483,Right,180,70
241332,Right,176,68
252596,Right,183,70
231861,Right,188,91
261304,Left,178,58
257717,Right,184,73
253110,Right,199,95
255670,Right,182,71
243127,Right,185,70
255927,Right,182,72
233656,Right,178,61
230691,Left,181,75
259106,Right,174,74
247330,Right,185,79
264208,Right,186,78
258581,Right,170,64
264213,Left,178,73
257300,Right,173,70
256532,Right,178,78
253971,Right,180,73
259346,Right,180,70
263184,Right,188,79
218646,Right,178,70
262928,Right,193,84
250895,Right,179,75
263951,Right,188,72
245518,Left,174,64
233742,Right,188,72
263181,Right,184,79
264470,Right,187,75
226838,Right,187,81
252447,Right,180,73
244505,Right,183,74
257054,Right,192,83
254750,Right,186,78
260123,Left,183,67
247323,Right,185,84
263963,Right,178,64
252698,Left,189,79
232473,Right,185,78
244502,Right,186,82
261912,Right,174,68
232216,Right,183,76
263192,Left,183,75
260887,Left,165,64
253207,Right,172,68
248855,Right,179,72
248180,Right,172,68
236005,Right,194,91
264194,Right,177,68
260316,Right,185,80
263110,Right,185,75
183749,Right,196,80
262341,Right,180,80
261828,Left,177,68
263619,Right,190,71
261570,Left,172,67
254914,Right,173,70
232642,Right,176,68
262850,Left,180,78
261313,Left,184,80
222144,Right,175,66
262848,Right,184,74
250815,Right,176,68
243391,Right,178,74
241599,Right,185,70
241343,Right,192,80
211135,Right,171,68
261822,Left,190,82
235710,Left,175,74
253955,Right,185,76
263684,Right,176,68
262661,Right,177,70
262917,Right,188,76
245765,Right,168,64
248325,Right,180,75
252933,Right,193,81
262005,Right,187,75
247751,Right,188,79
255431,Right,175,68
263625,Left,167,63
261330,Right,170,72
248284,Right,189,87
233948,Right,175,67
247259,Right,189,80
258522,Left,187,74
264410,Right,182,70
263130,Right,180,66
257496,Right,184,74
229080,Right,170,68
259543,Right,175,67
256215,Right,187,70
262615,Left,182,71
186838,Right,188,86
232402,Right,187,74
247241,Left,192,80
242385,Right,185,78
261583,Right,180,73
260559,Right,175,67
252879,Right,174,75
264398,Right,186,78
263886,Right,180,80
181964,Right,178,67
225740,Right,182,75
262604,Right,182,72
241098,Right,188,80
261577,Right,176,70
255433,Left,190,72
262774,Right,182,74
263798,Left,192,80
257142,Right,194,85
248464,Right,170,57
243845,Left,178,70
257926,Right,182,81
199047,Right,184,82
243848,Right,185,74
258440,Right,182,74
258952,Right,185,68
262794,Right,184,76
263050,Right,187,75
257425,Right,181,67
237969,Left,191,79
263313,Right,178,72
262289,Left,173,66
257679,Left,184,75
232325,Right,165,66
234499,Right,180,64
262030,Left,180,77
259445,Right,180,75
258446,Left,183,70
256141,Right,185,70
252813,Left,177,66
243596,Right,178,66
264588,Right,187,83
263052,Right,180,75
247179,Right,180,75
259722,Right,189,78
244362,Right,180,77
238469,Right,173,67
263557,Right,189,81
193911,Right,182,74
243347,Right,190,78
261239,Right,195,80
260984,Right,178,64
264570,Right,177,75
260730,Right,168,59
238715,Right,190,80
243836,Right,189,78
254588,Left,195,81
257173,Left,182,84
262549,Right,182,74
261780,Right,188,79
246931,Right,186,78
244883,Right,172,69
258428,Left,181,74
262789,Right,189,81
264573,Right,165,64
251261,Right,180,69
263038,Right,175,64
264574,Left,174,70
246142,Right,185,75
260734,Right,180,74
227970,Right,185,70
253314,Right,183,80
248707,Right,188,70
259203,Right,180,78
261507,Right,191,77
262276,Right,183,74
256220,Right,185,78
263035,Left,183,72
254976,Right,171,62
238813,Right,175,61
259039,Left,183,75
222176,Right,197,90
222432,Right,177,64
251648,Right,167,66
251904,Left,183,79
261120,Right,185,80
231681,Right,186,74
241921,Right,184,76
260572,Right,178,75
232927,Right,183,82
248798,Right,188,80
259805,Right,173,67
235742,Right,180,75
260228,Right,181,70
243582,Right,174,64
258688,Right,189,77
263809,Left,177,70
256234,Right,180,74
240769,Right,173,63
262530,Right,188,88
264580,Right,175,70
252906,Right,185,70
263914,Left,180,72
263402,Right,185,81
255209,Left,174,69
260584,Right,178,73
253672,Right,181,69
194791,Right,170,70
251371,Left,175,68
247687,Right,191,82
252550,Right,185,73
261509,Right,171,70
248735,Right,192,81
248294,Left,165,59
260510,Left,175,67
261867,Left,174,79
238205,Right,180,78
247033,Right,189,85
264441,Left,178,70
226296,Right,178,70
263160,Right,175,64
260855,Right,169,63
183031,Right,188,80
239607,Right,180,75
251124,Right,178,72
243188,Right,181,74
248307,Left,170,68
263922,Right,186,78
243696,Left,180,72
222192,Right,182,73
260847,Right,187,81
212719,Right,188,93
260845,Right,186,73
257517,Right,181,79
257261,Right,177,68
261612,Right,164,64
242558,Right,170,66
221815,Right,176,75
262266,Right,192,80
264293,Right,179,74
258410,Right,175,73
255337,Right,180,75
253801,Right,175,66
260967,Right,181,80
253031,Right,170,68
260710,Right,178,66
255846,Right,179,71
262246,Right,174,70
261477,Right,172,65
255843,Right,175,72
251001,Left,180,69
263778,Right,190,80
252257,Right,193,75
259168,Right,183,75
261471,Right,170,64
259678,Right,194,85
264286,Left,181,73
256861,Right,173,65
244828,Right,181,78
264284,Right,192,84
261994,Right,180,75
252011,Right,187,78
224620,Right,181,67
258668,Right,185,69
263033,Right,190,85
261240,Left,190,73
257912,Right,173,68
258297,Right,170,61
258421,Left,170,64
254324,Right,180,68
264564,Left,178,72
260979,Right,184,74
255347,Right,183,79
264051,Right,191,80
262002,Right,173,68
261490,Right,190,83
253041,Left,180,70
246129,Right,178,66
263025,Right,178,73
263024,Left,175,69
261487,Right,169,60
263023,Right,190,80
254574,Right,191,91
248313,Right,188,80
252167,Right,184,80
259577,Right,168,61
241360,Right,175,70
260395,Right,179,78
243667,Right,171,75
264659,Right,172,67
248274,Right,175,68
263890,Right,191,84
262354,Right,177,64
258001,Left,178,71
263889,Right,184,70
259792,Right,172,69
264655,Right,171,66
262342,Right,180,70
264143,Right,183,75
262606,Right,185,73
263629,Right,194,83
264396,Right,180,70
253387,Left,188,75
263626,Right,180,68
256713,Left,178,67
244425,Right,182,67
261574,Right,174,62
229931,Left,186,81
252970,Right,170,64
245034,Right,176,70
233770,Right,172,65
259870,Right,176,68
213535,Right,183,81
240927,Right,178,75
260383,Right,191,82
219936,Right,182,82
263713,Left,182,68
261410,Right,176,69
262179,Right,182,74
259619,Right,175,70
263460,Left,183,77
253476,Right,179,69
263461,Right,186,77
247077,Right,194,84
224550,Right,187,80
255014,Right,178,70
261158,Right,192,80
254503,Right,179,75
253736,Left,175,66
262697,Right,182,71
240838,Right,182,74
260805,Right,178,70
240890,Right,178,70
228784,Left,178,75
264117,Right,175,70
263093,Right,175,65
261300,Right,190,85
259508,Left,179,70
261298,Right,183,70
259250,Right,180,62
253106,Right,163,57
243890,Left,180,70
260272,Left,178,63
262576,Right,180,74
261315,Left,182,68
263599,Left,176,63
261038,Right,187,78
262830,Right,196,97
258820,Right,181,72
263685,Right,192,70
259078,Right,175,70
243546,Right,176,64
256263,Right,180,74
242682,Right,175,70
239798,Right,198,92
263351,Left,176,67
264375,Right,178,77
255159,Right,186,80
239811,Right,190,89
261314,Right,165,62
260802,Left,187,73
259266,Right,167,63
254658,Left,174,66
248770,Right,194,83
262080,Right,184,78
253374,Right,188,74
241342,Right,179,75
263870,Right,183,78
263357,Right,182,77
263356,Right,178,76
243387,Right,202,85
263611,Right,173,67
242874,Right,185,72
263610,Left,180,69
258745,Right,183,66
262328,Right,175,70
256951,Left,183,75
247898,Right,177,67
260484,Left,175,66
263142,Right,187,75
263984,Right,175,65
242994,Right,176,76
263987,Left,177,70
257944,Right,193,83
245043,Right,172,71
263476,Right,187,82
233525,Right,182,74
246681,Right,185,74
248473,Left,187,76
255130,Right,178,70
263580,Right,176,65
263836,Right,189,76
261276,Right,175,70
257508,Left,183,73
244279,Right,181,72
253496,Right,185,68
264505,Left,178,70
166713,Right,178,75
258873,Right,186,75
254522,Right,180,73
248380,Right,174,65
246333,Left,182,66
260913,Right,193,84
261679,Right,192,84
261693,Right,180,74
263983,Right,180,70
238487,Right,174,77
247448,Right,191,88
261027,Right,191,91
263076,Right,182,75
246693,Right,174,58
261029,Right,184,79
263334,Right,179,65
245160,Right,180,73
261288,Right,170,70
257193,Right,173,65
252480,Right,182,73
238250,Right,185,76
254122,Right,192,82
255658,Left,173,72
243373,Right,198,90
262444,Right,175,67
234796,Right,190,73
260396,Right,182,75
250925,Right,183,78
241454,Right,183,67
258606,Right,180,70
259645,Right,179,68
262206,Right,188,79
261526,Right,187,71
244306,Right,191,80
255824,Right,191,79
262223,Left,174,65
261454,Left,185,74
250958,Right,183,70
257869,Right,171,70
252748,Left,180,73
251980,Right,177,71
247627,Right,172,69
234571,Right,178,63
255817,Left,168,61
255559,Right,183,71
244294,Right,183,67
242246,Right,174,63
242245,Right,175,68
198469,Right,176,73
261700,Left,180,75
254276,Right,195,81
253508,Right,189,81
261698,Right,191,77
262722,Right,190,87
255809,Right,176,72
243025,Right,182,83
251218,Right,188,81
222014,Right,179,65
239444,Right,168,65
253758,Right,184,75
262719,Right,175,70
228253,Right,178,64
262045,Right,175,65
243102,Right,185,71
253726,Right,166,69
262941,Left,180,72
255260,Left,186,81
245531,Right,178,75
262939,Right,190,80
261656,Right,185,85
248856,Right,178,64
256534,Right,182,77
248597,Right,187,65
182037,Right,175,60
263445,Right,180,70
253972,Right,178,65
244056,Right,185,75
257367,Left,173,70
229206,Right,188,73
259924,Right,175,66
264343,Left,182,74
259753,Right,170,65
239510,Right,196,90
257932,Right,179,67
262420,Right,190,83
264212,Left,176,70
248711,Right,186,78
256135,Right,183,79
260743,Right,201,88
258696,Right,168,62
261001,Left,168,67
257163,Right,184,72
259723,Right,175,80
256396,Right,187,80
217231,Right,180,72
243730,Right,178,62
261775,Left,194,87
260496,Right,181,74
263569,Right,182,70
226450,Right,185,75
263315,Right,198,80
251283,Left,177,73
257427,Right,181,71
257428,Right,174,64
231172,Right,188,75
254467,Right,184,74
257554,Right,182,74
260881,Right,175,70
258050,Right,181,72
262921,Right,175,67
248292,Right,174,70
262371,Right,188,89
234978,Left,176,70
102881,Left,188,80
261344,Right,194,80
263392,Left,178,71
261342,Right,170,68
260829,Right,195,89
259549,Right,192,87
258056,Right,183,76
264458,Right,172,77
243728,Right,176,67
241418,Right,185,81
262668,Right,183,75
263948,Right,180,70
242700,Left,170,63
251660,Right,176,69
255756,Right,188,79
263437,Right,175,67
264461,Right,182,75
247821,Right,183,65
203023,Right,189,80
216214,Left,184,75
253760,Right,173,73
264666,Right,176,73
247000,Left,175,70
259988,Right,183,80
261331,Right,170,65
263892,Right,185,69
263381,Right,173,65
232149,Right,192,82
262101,Right,171,63
263382,Right,174,66
259288,Left,165,70
260859,Left,175,73
233945,Right,182,72
253401,Right,183,77
264411,Right,190,78
262364,Right,194,86
264668,Right,190,80
263419,Left,183,70
264443,Right,185,80
263426,Right,178,64
256513,Right,185,69
264352,Left,179,72
261525,Right,182,77
252835,Right,188,78
213923,Right,178,66
231682,Right,192,80
258721,Right,173,67
256417,Right,181,73
244129,Right,180,72
264342,Left,178,71
257019,Right,186,77
259989,Right,185,75
248469,Right,187,75
260350,Right,180,79
258302,Right,177,76
238076,Right,185,81
230759,Right,165,68
244583,Right,191,87
255842,Right,185,71
262755,Right,186,75
261731,Right,193,85
256353,Right,183,71
262244,Right,175,66
262756,Right,188,76
257892,Right,189,87
264294,Left,180,75
245090,Right,182,75
257138,Right,184,76
259174,Right,178,65
247656,Right,193,93
256375,Right,185,77
257400,Right,172,69
235897,Right,166,59
262522,Right,188,80
248187,Right,194,87
251771,Right,192,80
256380,Right,176,71
264306,Right,182,76
261501,Right,174,68
246654,Right,186,73
255870,Right,178,74
258929,Right,188,76
258928,Right,196,76
256110,Right,178,75
254830,Right,179,71
263277,Right,177,74
256620,Right,178,65
256108,Right,184,75
250988,Right,177,64
257641,Left,174,70
248694,Right,187,79
256617,Right,193,83
255849,Right,189,80
228989,Right,178,65
264083,Right,174,70
259455,Right,170,64
243273,Left,171,64
251819,Right,183,74
261032,Right,177,76
257192,Right,185,70
247371,Right,191,69
263243,Right,191,80
260169,Left,188,77
251465,Right,188,87
244553,Right,186,78
229193,Right,183,83
262059,Right,196,98
264009,Left,171,65
262729,Left,173,70
254792,Right,178,70
256070,Right,178,66
247622,Right,177,74
258373,Right,175,68
261543,Left,176,73
247719,Right,183,73
256683,Right,186,73
245420,Left,179,67
261286,Right,176,74
263251,Right,176,69
263777,Right,191,80
263244,Right,186,72
259149,Right,194,85
260175,Right,170,60
262224,Right,175,70
259920,Right,180,70
247889,Left,176,71
262995,Right,195,87
263507,Right,184,75
243117,Right,188,70
263859,Right,167,63
252850,Right,172,61
262322,Right,188,75
255921,Right,198,80
264112,Right,186,74
245167,Left,184,76
256174,Right,180,73
261293,Right,180,75
263335,Right,185,73
264358,Right,188,82
262275,Right,180,75
217992,Left,175,64
248203,Right,168,63
262539,Right,173,63
253066,Left,175,66
247434,Right,186,80
241033,Right,192,75
256392,Right,180,76
253064,Right,166,65
242056,Right,182,72
260486,Right,175,65
263057,Right,185,71
257158,Right,172,68
240518,Right,162,57
263302,Right,178,70
257157,Left,176,62
252549,Right,186,70
248197,Left,181,73
264069,Right,188,85
263301,Right,192,79
231567,Left,163,58
252306,Right,169,68
262310,Right,174,76
252061,Right,172,72
261285,Right,190,86
248741,Right,195,79
236453,Right,175,65
263333,Right,168,59
258724,Right,173,71
247715,Right,175,70
263842,Right,190,75
263073,Left,180,71
257435,Right,170,70
253078,Right,172,68
241307,Left,176,73
245146,Right,183,77
234393,Right,187,74
260503,Left,176,73
258711,Right,178,76
237975,Right,175,68
263831,Right,183,76
263575,Right,183,71
248673,Right,173,73
264138,Right,185,75
256864,Left,182,72
264440,Left,178,73
263152,Right,176,76
257264,Left,188,76
244465,Right,187,80
252659,Right,186,87
260852,Right,188,77
263157,Right,187,80
248310,Right,178,64
255990,Right,175,70
264695,Right,182,71
261727,Right,180,64
263417,Left,182,75
248251,Right,173,65
254713,Right,175,72
257787,Left,186,83
248830,Right,192,85
251390,Left,183,70
261118,Left,174,70
264191,Right,185,75
264703,Right,178,65
263424,Right,176,68
252160,Right,194,82
264193,Left,180,70
260846,Right,172,65
261869,Right,179,73
261099,Left,177,76
254699,Right,176,70
239803,Right,187,72
264379,Right,170,70
248250,Left,175,70
264634,Right,172,65
262841,Right,178,72
242872,Left,183,76
248246,Right,175,71
262837,Left,198,90
250804,Right,185,74
263348,Left,181,71
264371,Right,181,67
263652,Left,186,80
250853,Right,181,74
244966,Right,169,61
258023,Left,185,74
240104,Right,179,74
260585,Right,182,81
231146,Right,191,69
261098,Left,179,74
263403,Right,182,71
233451,Right,183,77
256514,Left,175,68
258562,Left,177,61
262916,Left,182,78
260885,Left,180,66
263702,Left,196,91
260375,Right,185,79
263961,Right,193,88
260633,Right,176,70
264474,Right,174,65
253722,Right,171,58
246043,Right,175,70
260379,Right,175,65
221980,Right,180,80
255004,Right,188,78
243485,Right,175,69
257053,Right,185,76
235806,Right,188,75
262175,Right,174,60
263969,Right,187,83
233505,Right,188,75
263459,Left,185,71
208932,Right,186,83
252709,Right,184,74
264486,Left,167,65
252198,Left,186,83
263446,Right,180,70
260373,Right,179,65
253700,Right,163,66
259348,Right,173,65
257028,Right,186,74
260612,Right,180,75
248327,Right,170,66
262920,Right,191,83
261384,Left,180,75
258569,Right,182,70
258828,Right,184,75
264205,Right,182,64
248334,Right,166,65
257294,Right,180,73
